-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 03/31/2021 
Location: Latitude  21.4484   Longitude -157.7559 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 28.59 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,PRECTOTCORR,WS10M
1993,8,9,25.46,0.48,8.85
1993,8,10,25.37,0.69,8.59
1993,8,11,25.62,0.72,9.04
1993,8,12,25.83,0.2,8.77
1993,8,13,25.76,0.23,9.09
1993,8,14,25.68,0.16,8.87
1993,8,15,25.33,0.12,8.03
1993,8,16,25.62,0.34,7.55
1993,8,17,25.69,0.11,6.11
1993,8,18,25.96,0.06,3.18
1993,8,19,26.19,0.29,3.95
1993,8,20,25.9,0.06,6.81
1993,8,21,25.75,0.1,9.17
1993,8,22,25.73,0.13,8.95
1993,8,23,25.61,0.26,8.59
1993,8,24,25.64,0.86,8.54
1993,8,25,25.78,0.17,8.66
1993,8,26,25.57,0.22,6.73
1993,8,27,25.73,0.29,5.28
1993,8,28,26.11,0.39,6.84
1993,8,29,25.28,0.51,6.78
1993,8,30,25.46,0.81,5.15
1993,8,31,25.51,0.38,6.05
1993,9,1,24.93,0.33,5.92
1993,9,2,24.7,0.09,4.18
1993,9,3,25.44,0.05,4.48
1993,9,4,25.33,0.01,5.88
1993,9,5,25.65,0.12,5.47
1993,9,6,26.49,0.08,6.3
1993,9,7,25.99,0.3,6.9
1993,9,8,25.93,0.57,6.06
1993,9,9,25.48,0.2,7.02
1993,9,10,25.23,0.37,6.49
1993,9,11,25.51,0.13,5.54
1993,9,12,25.98,0.94,5.48
1993,9,13,25.73,0.1,7.27
1993,9,14,25.53,0.09,7.12
1993,9,15,25.62,0.23,6.66
1993,9,16,25.37,0.13,6.05
1993,9,17,25.37,0.05,6.56
1993,9,18,25.55,0.11,6.67
1993,9,19,25.33,0.45,6.8
1993,9,20,24.96,0.05,6.34
1993,9,21,25.22,0.09,4.48
1993,9,22,26.04,1.3,4.16
1993,9,23,25.48,2.07,5.55
1993,9,24,26.17,2.77,4.96
1993,9,25,26.31,1.63,3.57
1993,9,26,26.48,0.54,2.07
1993,9,27,26.73,0.0,3.4
1993,9,28,26.94,0.5,2.99
1993,9,29,26.73,4.22,5.71
1993,9,30,26.26,0.52,7.46
1993,10,1,26.19,0.32,3.59
1993,10,2,26.66,1.54,5.3
1993,10,3,26.65,0.1,2.8
1993,10,4,26.69,2.32,2.09
1993,10,5,26.65,0.72,1.79
1993,10,6,26.33,0.64,4.34
1993,10,7,26.02,0.12,6.74
1993,10,8,25.99,0.05,7.84
1993,10,9,25.86,0.4,7.72
1993,10,10,25.38,1.45,7.42
1993,10,11,25.2,0.08,8.41
1993,10,12,24.9,0.57,7.39
1993,10,13,25.17,0.2,6.85
1993,10,14,24.7,0.45,6.61
1993,10,15,24.69,0.64,6.79
1993,10,16,25.19,3.65,8.85
1993,10,17,25.17,2.27,8.84
1993,10,18,25.03,0.08,6.07
1993,10,19,24.87,1.08,4.3
1993,10,20,24.73,1.05,4.1
1993,10,21,24.94,0.01,5.69
1993,10,22,25.69,0.17,7.58
1993,10,23,26.08,2.03,8.19
1993,10,24,26.23,5.75,4.56
1993,10,25,25.35,14.56,6.27
1993,10,26,23.64,1.91,6.95
1993,10,27,23.46,0.11,4.32
1993,10,28,24.07,0.09,6.98
1993,10,29,24.48,0.22,7.36
1993,10,30,25.52,0.28,7.63
1993,10,31,25.87,0.33,6.74
1993,11,1,25.82,0.77,4.22
1993,11,2,25.18,1.21,4.79
1993,11,3,24.4,0.79,6.38
1993,11,4,25.29,0.43,7.72
1993,11,5,25.4,0.22,7.9
1993,11,6,25.44,0.57,8.12
1993,11,7,24.98,0.55,8.5
1993,11,8,24.22,1.13,10.1
1993,11,9,23.95,0.17,8.47
1993,11,10,23.74,0.26,6.95
1993,11,11,23.33,0.4,5.12
1993,11,12,23.4,0.09,4.77
1993,11,13,24.27,0.01,6.91
1993,11,14,24.23,0.16,7.01
1993,11,15,24.33,0.07,5.46
1993,11,16,24.54,0.51,7.57
1993,11,17,24.42,0.26,9.04
1993,11,18,24.15,0.13,9.9
1993,11,19,24.4,0.03,10.08
1993,11,20,24.08,0.01,8.13
1993,11,21,23.85,0.1,6.64
1993,11,22,23.88,0.7,6.98
1993,11,23,23.0,1.2,10.82
1993,11,24,22.29,0.29,8.99
1993,11,25,23.26,0.71,8.86
1993,11,26,22.6,0.27,8.44
1993,11,27,22.53,0.91,8.77
1993,11,28,22.97,1.29,9.03
1993,11,29,23.42,0.87,8.88
1993,11,30,23.77,0.77,9.1
1993,12,1,24.16,0.42,6.94
1993,12,2,24.08,0.62,8.97
1993,12,3,23.87,0.42,10.97
1993,12,4,23.55,0.73,12.03
1993,12,5,23.56,0.32,12.8
1993,12,6,23.73,0.12,11.8
1993,12,7,23.4,0.47,10.53
1993,12,8,23.32,0.35,8.91
1993,12,9,23.07,0.71,8.54
1993,12,10,22.94,0.31,9.44
1993,12,11,22.89,0.8,8.48
1993,12,12,22.9,0.68,9.05
1993,12,13,23.12,0.44,8.48
1993,12,14,22.88,0.78,7.73
1993,12,15,22.58,0.95,8.3
1993,12,16,22.95,1.02,8.83
1993,12,17,23.51,1.26,7.32
1993,12,18,23.49,0.95,8.17
1993,12,19,23.05,0.1,9.67
1993,12,20,22.93,0.01,8.91
1993,12,21,23.15,0.02,6.2
1993,12,22,22.48,0.16,4.88
1993,12,23,22.7,0.87,8.38
1993,12,24,22.68,0.22,7.29
1993,12,25,22.86,0.45,3.02
1993,12,26,23.2,0.68,1.35
1993,12,27,23.24,0.93,3.26
1993,12,28,23.23,0.15,3.18
1993,12,29,23.05,0.1,3.13
1993,12,30,23.47,0.02,1.16
1993,12,31,23.16,0.03,1.94
1994,1,1,22.8,1.3,3.64
1994,1,2,21.69,1.26,6.45
1994,1,3,21.24,0.22,7.44
1994,1,4,22.69,0.95,3.7
1994,1,5,22.65,0.3,3.69
1994,1,6,21.58,0.22,9.09
1994,1,7,23.1,0.82,5.43
1994,1,8,23.55,0.0,2.52
1994,1,9,23.22,0.07,3.49
1994,1,10,23.3,0.16,2.55
1994,1,11,22.94,0.18,3.31
1994,1,12,22.78,0.32,4.55
1994,1,13,22.68,1.27,4.79
1994,1,14,23.05,0.11,4.51
1994,1,15,23.33,0.46,6.91
1994,1,16,21.81,1.67,4.66
1994,1,17,21.24,0.96,6.03
1994,1,18,21.17,1.19,8.82
1994,1,19,21.55,0.71,10.2
1994,1,20,21.51,1.65,11.36
1994,1,21,21.62,0.15,10.26
1994,1,22,22.07,0.31,10.97
1994,1,23,21.69,3.77,10.32
1994,1,24,21.31,15.4,8.32
1994,1,25,21.75,1.27,9.64
1994,1,26,21.74,0.05,5.17
1994,1,27,22.22,0.08,5.45
1994,1,28,20.98,0.05,5.83
1994,1,29,20.86,0.1,2.68
1994,1,30,21.84,0.05,3.93
1994,1,31,21.76,0.0,6.63
1994,2,1,21.55,0.02,8.64
1994,2,2,21.55,0.16,8.85
1994,2,3,21.69,1.31,9.93
1994,2,4,21.84,1.12,10.91
1994,2,5,21.91,0.6,10.25
1994,2,6,21.47,0.15,9.85
1994,2,7,21.55,0.28,9.03
1994,2,8,21.84,0.33,7.33
1994,2,9,22.33,8.19,5.68
1994,2,10,22.23,11.66,6.62
1994,2,11,22.31,6.89,7.39
1994,2,12,22.47,28.31,5.77
1994,2,13,22.73,1.63,4.95
1994,2,14,23.37,4.18,4.09
1994,2,15,23.19,4.66,2.06
1994,2,16,22.4,8.27,4.69
1994,2,17,22.81,6.49,3.67
1994,2,18,22.75,3.23,2.16
1994,2,19,22.77,1.85,3.34
1994,2,20,22.54,0.36,3.33
1994,2,21,22.57,0.03,4.75
1994,2,22,23.15,0.21,5.61
1994,2,23,22.41,0.29,3.16
1994,2,24,21.37,0.26,5.52
1994,2,25,21.75,0.33,6.48
1994,2,26,22.65,0.1,4.32
1994,2,27,22.94,0.13,2.68
1994,2,28,23.19,0.01,1.57
1994,3,1,23.88,0.07,1.1
1994,3,2,24.11,0.15,1.27
1994,3,3,23.8,0.46,3.7
1994,3,4,24.04,0.1,2.84
1994,3,5,24.18,0.58,4.21
1994,3,6,24.26,0.19,1.63
1994,3,7,23.64,0.0,3.86
1994,3,8,23.9,0.03,6.3
1994,3,9,23.84,0.21,5.41
1994,3,10,24.09,0.25,2.88
1994,3,11,22.01,0.67,7.31
1994,3,12,20.9,0.2,10.85
1994,3,13,21.45,0.7,12.64
1994,3,14,21.28,0.77,13.98
1994,3,15,21.54,1.18,14.84
1994,3,16,21.88,1.06,13.29
1994,3,17,21.81,0.34,12.29
1994,3,18,22.1,1.13,11.27
1994,3,19,22.12,0.7,9.71
1994,3,20,22.29,2.69,9.34
1994,3,21,22.16,1.69,10.09
1994,3,22,21.91,2.97,11.12
1994,3,23,21.52,5.28,10.81
1994,3,24,21.37,37.8,8.79
1994,3,25,21.54,1.11,9.96
1994,3,26,21.26,0.76,8.24
1994,3,27,21.19,0.62,6.16
1994,3,28,21.48,0.08,6.44
1994,3,29,22.33,0.23,3.3
1994,3,30,22.58,0.52,4.2
1994,3,31,22.66,0.13,5.27
1994,4,1,22.51,0.04,5.43
1994,4,2,22.93,0.24,5.18
1994,4,3,23.08,0.73,5.8
1994,4,4,22.98,0.41,7.48
1994,4,5,23.12,0.22,8.77
1994,4,6,22.9,0.51,9.06
1994,4,7,23.05,0.21,9.11
1994,4,8,22.95,0.27,7.91
1994,4,9,22.9,0.46,6.68
1994,4,10,22.4,0.31,8.18
1994,4,11,22.35,0.66,10.57
1994,4,12,21.68,0.09,10.89
1994,4,13,21.73,0.25,8.86
1994,4,14,21.9,0.09,7.33
1994,4,15,21.76,0.1,7.46
1994,4,16,21.77,0.1,7.09
1994,4,17,22.16,0.14,7.24
1994,4,18,22.18,0.16,7.21
1994,4,19,21.94,0.52,9.71
1994,4,20,22.19,0.79,11.75
1994,4,21,22.33,0.14,10.63
1994,4,22,22.66,0.45,10.88
1994,4,23,23.01,0.13,10.27
1994,4,24,23.12,0.03,8.74
1994,4,25,23.22,0.1,7.18
1994,4,26,23.35,0.8,6.77
1994,4,27,23.21,0.42,7.29
1994,4,28,23.27,0.94,8.55
1994,4,29,23.12,0.3,9.2
1994,4,30,23.13,0.44,8.86
1994,5,1,23.38,0.38,8.33
1994,5,2,23.33,0.11,8.2
1994,5,3,23.27,0.12,8.79
1994,5,4,23.65,0.14,9.28
1994,5,5,23.67,0.11,8.7
1994,5,6,23.83,0.86,6.23
1994,5,7,23.88,0.25,6.69
1994,5,8,23.67,0.6,5.33
1994,5,9,23.62,1.24,2.8
1994,5,10,23.45,0.04,5.04
1994,5,11,23.52,0.06,6.47
1994,5,12,23.93,0.07,7.27
1994,5,13,23.74,0.22,7.73
1994,5,14,23.53,0.18,8.85
1994,5,15,23.9,0.32,9.52
1994,5,16,23.87,0.19,8.62
1994,5,17,23.8,0.29,7.91
1994,5,18,23.67,0.46,8.5
1994,5,19,24.05,0.67,8.27
1994,5,20,23.9,0.52,7.64
1994,5,21,23.94,1.02,7.95
1994,5,22,23.53,1.8,5.85
1994,5,23,23.96,2.41,6.18
1994,5,24,23.66,1.31,8.15
1994,5,25,24.0,1.64,10.05
1994,5,26,23.87,0.42,10.85
1994,5,27,24.15,0.18,10.36
1994,5,28,23.92,0.22,9.51
1994,5,29,23.9,0.28,8.41
1994,5,30,24.2,0.05,8.4
1994,5,31,24.51,0.23,6.88
1994,6,1,24.4,0.09,5.77
1994,6,2,23.81,0.8,6.04
1994,6,3,23.95,0.06,7.12
1994,6,4,23.97,0.57,8.34
1994,6,5,24.21,0.16,9.33
1994,6,6,24.46,0.16,8.52
1994,6,7,24.44,0.19,7.83
1994,6,8,24.33,0.2,6.95
1994,6,9,23.87,0.11,7.3
1994,6,10,24.2,0.24,8.65
1994,6,11,24.22,0.25,8.51
1994,6,12,24.48,0.37,9.05
1994,6,13,24.37,0.4,8.62
1994,6,14,24.67,0.37,8.76
1994,6,15,24.53,0.18,8.46
1994,6,16,24.68,0.17,8.54
1994,6,17,24.76,0.7,8.38
1994,6,18,24.77,0.74,8.98
1994,6,19,24.62,0.41,8.62
1994,6,20,24.19,0.28,8.64
1994,6,21,24.64,0.55,8.41
1994,6,22,24.55,0.24,7.7
1994,6,23,24.39,0.32,7.6
1994,6,24,24.72,0.16,9.25
1994,6,25,25.47,0.8,7.73
1994,6,26,25.22,0.37,9.03
1994,6,27,24.94,0.17,9.5
1994,6,28,24.58,0.25,9.02
1994,6,29,24.68,0.31,8.87
1994,6,30,24.7,0.3,8.18
1994,7,1,24.92,0.24,8.51
1994,7,2,25.05,0.22,7.38
1994,7,3,25.11,1.69,7.55
1994,7,4,25.1,0.47,8.45
1994,7,5,24.75,0.73,8.05
1994,7,6,24.93,1.26,9.04
1994,7,7,24.76,1.25,8.73
1994,7,8,24.79,0.24,7.15
1994,7,9,25.45,0.55,6.02
1994,7,10,25.3,0.22,8.13
1994,7,11,25.52,0.35,8.57
1994,7,12,25.73,0.3,8.95
1994,7,13,25.37,0.37,8.88
1994,7,14,24.92,0.06,7.82
1994,7,15,25.42,0.54,7.84
1994,7,16,25.49,0.19,8.5
1994,7,17,25.68,0.49,8.75
1994,7,18,25.6,0.25,9.49
1994,7,19,25.34,0.62,9.08
1994,7,20,25.31,0.95,9.69
1994,7,21,25.37,0.53,9.62
1994,7,22,25.16,0.25,9.51
1994,7,23,25.2,0.52,7.77
1994,7,24,25.47,2.85,7.95
1994,7,25,25.62,0.33,8.41
1994,7,26,25.87,0.5,9.13
1994,7,27,25.55,0.31,7.78
1994,7,28,25.52,0.29,7.96
1994,7,29,25.71,0.36,8.72
1994,7,30,25.76,0.11,8.85
1994,7,31,25.72,0.22,8.69
1994,8,1,25.77,0.29,7.95
1994,8,2,26.0,0.22,7.56
1994,8,3,26.07,0.23,7.12
1994,8,4,26.07,0.3,6.5
1994,8,5,25.89,0.11,7.0
1994,8,6,25.73,0.2,7.48
1994,8,7,25.69,0.39,7.66
1994,8,8,25.66,0.3,7.05
1994,8,9,25.64,0.04,6.05
1994,8,10,25.88,0.21,5.52
1994,8,11,26.19,0.34,6.01
1994,8,12,26.01,2.83,7.7
1994,8,13,26.36,0.12,7.79
1994,8,14,26.05,0.17,7.76
1994,8,15,25.55,0.19,7.38
1994,8,16,26.15,0.42,7.95
1994,8,17,26.17,0.23,8.08
1994,8,18,26.44,0.51,8.38
1994,8,19,26.63,0.6,7.67
1994,8,20,26.56,0.87,6.54
1994,8,21,26.34,0.33,7.67
1994,8,22,26.3,0.6,8.95
1994,8,23,26.38,0.28,9.57
1994,8,24,26.4,0.57,10.59
1994,8,25,25.97,0.89,10.15
1994,8,26,26.01,0.76,10.23
1994,8,27,25.67,0.59,9.33
1994,8,28,25.59,0.35,7.7
1994,8,29,25.57,0.17,6.35
1994,8,30,25.66,0.91,6.35
1994,8,31,26.31,2.73,8.86
1994,9,1,26.15,1.42,8.09
1994,9,2,26.27,0.92,7.89
1994,9,3,26.35,0.18,7.63
1994,9,4,25.92,0.16,7.35
1994,9,5,25.65,0.52,7.33
1994,9,6,25.69,1.15,8.0
1994,9,7,25.2,0.67,7.57
1994,9,8,25.38,1.06,8.76
1994,9,9,25.49,0.65,8.23
1994,9,10,25.58,0.41,8.12
1994,9,11,25.8,0.26,8.91
1994,9,12,25.87,0.57,9.06
1994,9,13,25.62,0.49,7.71
1994,9,14,25.52,0.45,7.82
1994,9,15,25.58,0.13,7.73
1994,9,16,25.61,0.26,8.21
1994,9,17,25.7,0.32,7.86
1994,9,18,25.81,2.36,8.32
1994,9,19,25.94,2.86,5.23
1994,9,20,25.94,1.29,6.66
1994,9,21,25.44,0.13,7.91
1994,9,22,25.16,0.27,7.79
1994,9,23,24.83,0.26,7.11
1994,9,24,25.07,0.07,6.45
1994,9,25,25.21,0.15,6.72
1994,9,26,25.24,0.35,6.95
1994,9,27,25.14,0.67,6.84
1994,9,28,25.95,2.05,4.27
1994,9,29,26.3,1.53,2.88
1994,9,30,26.11,0.02,3.7
1994,10,1,26.52,0.41,3.77
1994,10,2,26.21,3.28,3.39
1994,10,3,25.83,0.34,4.69
1994,10,4,25.69,0.35,6.99
1994,10,5,25.6,0.29,7.11
1994,10,6,25.52,0.09,6.21
1994,10,7,25.22,0.14,5.59
1994,10,8,25.42,0.01,6.55
1994,10,9,25.31,0.04,8.33
1994,10,10,25.29,0.28,9.03
1994,10,11,25.55,0.21,8.2
1994,10,12,25.87,0.2,7.98
1994,10,13,25.58,0.03,7.2
1994,10,14,25.67,0.09,6.2
1994,10,15,25.7,0.26,4.23
1994,10,16,26.15,3.63,6.05
1994,10,17,25.58,4.51,7.98
1994,10,18,25.54,4.12,10.09
1994,10,19,25.34,0.48,10.45
1994,10,20,25.23,0.32,9.41
1994,10,21,25.29,0.2,8.35
1994,10,22,25.33,0.24,8.05
1994,10,23,24.77,0.16,7.52
1994,10,24,24.61,0.25,6.79
1994,10,25,24.85,0.24,7.35
1994,10,26,25.28,0.63,7.62
1994,10,27,25.29,0.88,8.65
1994,10,28,25.23,0.48,7.91
1994,10,29,25.52,0.26,4.16
1994,10,30,26.04,0.32,3.27
1994,10,31,26.12,0.7,5.34
1994,11,1,25.74,0.33,6.49
1994,11,2,25.21,0.67,8.41
1994,11,3,24.8,0.56,7.81
1994,11,4,24.87,0.92,8.99
1994,11,5,24.95,0.8,9.23
1994,11,6,24.83,1.04,10.95
1994,11,7,24.62,0.73,10.56
1994,11,8,24.5,0.1,9.79
1994,11,9,24.59,0.22,9.1
1994,11,10,24.51,0.59,9.86
1994,11,11,24.71,0.55,9.47
1994,11,12,24.3,2.58,8.98
1994,11,13,24.24,1.37,6.8
1994,11,14,24.36,1.49,8.41
1994,11,15,24.63,1.57,9.78
1994,11,16,24.7,4.68,9.99
1994,11,17,24.42,4.77,10.38
1994,11,18,24.21,1.42,12.13
1994,11,19,24.44,0.36,11.73
1994,11,20,24.31,0.33,9.55
1994,11,21,23.87,0.36,8.6
1994,11,22,23.55,0.98,8.75
1994,11,23,23.83,0.59,9.05
1994,11,24,23.83,0.85,10.42
1994,11,25,23.74,0.68,9.83
1994,11,26,23.69,0.98,10.48
1994,11,27,23.83,0.2,9.95
1994,11,28,23.69,0.85,9.14
1994,11,29,23.73,0.58,9.62
1994,11,30,23.56,0.42,9.35
1994,12,1,23.42,0.43,9.93
1994,12,2,23.15,1.01,10.12
1994,12,3,23.28,0.59,9.3
1994,12,4,23.29,3.41,8.76
1994,12,5,23.03,1.97,8.84
1994,12,6,22.94,1.77,9.6
1994,12,7,23.15,0.96,11.02
1994,12,8,23.0,0.8,11.85
1994,12,9,23.25,0.88,11.63
1994,12,10,23.11,0.3,12.66
1994,12,11,23.25,3.15,11.12
1994,12,12,23.36,1.55,10.55
1994,12,13,23.14,0.13,11.16
1994,12,14,23.05,0.21,10.09
1994,12,15,22.87,0.37,8.71
1994,12,16,22.7,0.38,8.36
1994,12,17,22.91,0.4,8.09
1994,12,18,23.22,0.18,5.9
1994,12,19,23.2,0.2,6.5
1994,12,20,22.98,0.29,6.16
1994,12,21,23.21,0.51,2.78
1994,12,22,22.46,0.17,3.63
1994,12,23,22.59,2.63,8.77
1994,12,24,23.2,0.34,4.23
1994,12,25,23.4,0.2,3.03
1994,12,26,22.76,0.2,6.18
1994,12,27,23.13,0.35,6.38
1994,12,28,22.24,0.25,5.15
1994,12,29,22.3,1.58,8.74
1994,12,30,21.9,0.1,6.89
1994,12,31,22.22,0.36,4.6
1995,1,1,22.12,1.1,5.1
1995,1,2,21.88,0.45,4.6
1995,1,3,22.76,0.0,1.4
1995,1,4,22.88,1.7,2.06
1995,1,5,22.92,1.51,6.15
1995,1,6,21.42,0.0,6.95
1995,1,7,21.66,0.04,3.19
1995,1,8,22.26,0.81,2.41
1995,1,9,23.07,1.22,1.19
1995,1,10,22.76,0.32,3.98
1995,1,11,22.93,2.43,6.13
1995,1,12,21.79,2.63,6.62
1995,1,13,21.17,0.0,8.87
1995,1,14,21.58,2.72,9.29
1995,1,15,21.87,0.81,8.65
1995,1,16,22.56,1.9,8.05
1995,1,17,22.21,0.26,7.21
1995,1,18,21.76,0.43,5.59
1995,1,19,21.58,0.04,4.87
1995,1,20,21.49,0.09,5.05
1995,1,21,22.83,0.1,4.97
1995,1,22,22.87,0.48,5.51
1995,1,23,22.26,0.32,6.46
1995,1,24,22.39,0.32,4.48
1995,1,25,22.94,0.47,5.91
1995,1,26,23.5,0.57,7.91
1995,1,27,23.86,0.4,8.95
1995,1,28,23.85,0.54,9.69
1995,1,29,24.1,0.79,9.69
1995,1,30,24.04,0.65,6.62
1995,1,31,23.07,0.1,1.67
1995,2,1,23.37,0.0,4.8
1995,2,2,23.05,0.01,3.97
1995,2,3,23.5,0.53,5.7
1995,2,4,22.23,1.01,4.29
1995,2,5,22.67,1.72,7.03
1995,2,6,21.4,0.49,9.28
1995,2,7,20.13,0.04,6.8
1995,2,8,20.33,0.0,4.8
1995,2,9,22.26,0.46,4.27
1995,2,10,22.12,5.77,8.23
1995,2,11,20.08,0.0,6.96
1995,2,12,20.62,0.28,3.21
1995,2,13,22.59,5.0,9.07
1995,2,14,21.37,18.39,5.23
1995,2,15,21.7,3.96,2.91
1995,2,16,22.55,1.65,5.16
1995,2,17,23.46,1.91,8.41
1995,2,18,23.58,0.99,6.06
1995,2,19,22.55,0.26,3.05
1995,2,20,23.09,0.65,2.23
1995,2,21,23.16,1.31,2.22
1995,2,22,23.28,0.49,4.65
1995,2,23,23.65,0.12,2.73
1995,2,24,22.15,0.42,4.14
1995,2,25,22.14,0.51,4.19
1995,2,26,22.06,0.41,4.86
1995,2,27,22.67,0.55,3.98
1995,2,28,23.47,3.54,6.66
1995,3,1,23.59,2.71,5.85
1995,3,2,23.68,2.62,7.62
1995,3,3,23.75,0.24,7.41
1995,3,4,23.55,0.27,6.63
1995,3,5,23.86,4.8,8.94
1995,3,6,23.27,0.0,4.77
1995,3,7,23.25,0.01,4.38
1995,3,8,23.33,0.54,3.56
1995,3,9,22.03,0.37,6.38
1995,3,10,22.06,0.0,3.59
1995,3,11,23.31,0.34,6.55
1995,3,12,24.06,0.68,5.58
1995,3,13,22.19,1.01,3.98
1995,3,14,22.53,0.19,2.65
1995,3,15,22.87,0.06,3.75
1995,3,16,22.67,0.04,3.99
1995,3,17,23.55,0.02,3.71
1995,3,18,23.58,0.1,3.38
1995,3,19,23.63,0.18,8.05
1995,3,20,23.33,0.42,9.91
1995,3,21,23.05,1.06,9.64
1995,3,22,22.8,0.94,8.75
1995,3,23,23.23,0.2,5.78
1995,3,24,23.33,0.42,4.91
1995,3,25,23.74,0.5,4.47
1995,3,26,22.95,0.61,5.45
1995,3,27,22.6,1.35,8.98
1995,3,28,22.71,0.74,10.15
1995,3,29,22.48,1.53,9.3
1995,3,30,22.29,1.22,8.89
1995,3,31,23.33,0.63,7.77
1995,4,1,23.9,0.2,2.38
1995,4,2,23.26,0.25,4.49
1995,4,3,22.75,1.26,7.36
1995,4,4,22.59,0.98,8.48
1995,4,5,23.08,0.61,8.5
1995,4,6,22.75,0.74,8.12
1995,4,7,23.79,0.42,7.73
1995,4,8,24.55,0.0,2.04
1995,4,9,24.19,0.13,2.92
1995,4,10,23.58,0.04,6.01
1995,4,11,23.19,1.19,8.38
1995,4,12,23.23,1.94,9.19
1995,4,13,23.31,0.81,8.0
1995,4,14,23.26,2.31,11.06
1995,4,15,22.94,1.79,11.95
1995,4,16,23.08,0.96,12.0
1995,4,17,23.1,0.98,11.23
1995,4,18,23.14,0.97,11.8
1995,4,19,23.28,0.49,9.45
1995,4,20,22.84,1.34,6.23
1995,4,21,22.78,0.63,7.11
1995,4,22,22.3,0.96,9.8
1995,4,23,21.62,0.18,7.66
1995,4,24,21.19,1.09,6.68
1995,4,25,21.36,3.25,5.13
1995,4,26,21.76,0.13,6.07
1995,4,27,21.3,0.09,5.12
1995,4,28,21.12,0.23,4.95
1995,4,29,21.53,0.01,4.73
1995,4,30,21.55,0.44,4.4
1995,5,1,22.22,1.46,3.96
1995,5,2,22.92,0.72,5.52
1995,5,3,23.27,0.22,6.69
1995,5,4,23.91,0.12,4.21
1995,5,5,24.29,0.61,3.46
1995,5,6,22.6,2.58,6.58
1995,5,7,21.63,0.0,6.73
1995,5,8,22.1,0.01,7.77
1995,5,9,23.13,0.1,8.41
1995,5,10,23.48,0.59,9.41
1995,5,11,23.65,0.14,9.63
1995,5,12,23.76,0.1,9.39
1995,5,13,23.74,0.11,8.64
1995,5,14,23.58,0.25,9.3
1995,5,15,23.36,0.32,9.97
1995,5,16,23.0,0.59,8.89
1995,5,17,22.96,0.16,6.07
1995,5,18,23.02,0.04,4.19
1995,5,19,23.02,0.03,3.71
1995,5,20,23.04,0.09,4.27
1995,5,21,23.42,0.04,4.98
1995,5,22,24.31,0.51,5.22
1995,5,23,24.23,0.2,6.83
1995,5,24,23.92,0.24,7.51
1995,5,25,23.72,0.22,7.59
1995,5,26,23.3,0.13,6.7
1995,5,27,23.78,0.18,6.39
1995,5,28,23.67,0.09,6.44
1995,5,29,23.78,0.93,8.62
1995,5,30,23.85,0.35,8.96
1995,5,31,23.87,0.2,8.41
1995,6,1,23.9,0.12,8.69
1995,6,2,24.01,0.05,8.55
1995,6,3,23.97,0.1,8.48
1995,6,4,24.2,0.1,9.1
1995,6,5,24.22,0.24,8.92
1995,6,6,24.23,0.13,7.84
1995,6,7,24.49,0.45,8.23
1995,6,8,24.47,0.22,7.02
1995,6,9,24.79,0.09,8.52
1995,6,10,24.56,0.11,8.99
1995,6,11,24.58,0.07,9.56
1995,6,12,24.48,0.05,9.64
1995,6,13,24.48,0.1,9.41
1995,6,14,24.66,0.15,9.16
1995,6,15,24.76,0.22,9.25
1995,6,16,24.79,0.34,8.2
1995,6,17,24.74,0.08,7.3
1995,6,18,24.7,0.13,7.98
1995,6,19,24.76,0.31,7.95
1995,6,20,24.46,0.8,7.88
1995,6,21,24.51,0.91,6.95
1995,6,22,24.78,0.34,5.32
1995,6,23,25.11,0.21,4.82
1995,6,24,25.58,0.32,2.2
1995,6,25,26.08,0.21,0.88
1995,6,26,26.48,0.02,1.6
1995,6,27,26.43,0.13,2.01
1995,6,28,25.47,0.01,5.95
1995,6,29,24.69,0.38,7.02
1995,6,30,25.27,0.35,7.4
1995,7,1,25.04,0.25,6.36
1995,7,2,25.23,0.09,7.36
1995,7,3,25.07,0.36,7.55
1995,7,4,25.29,0.57,7.02
1995,7,5,25.12,0.43,7.2
1995,7,6,25.2,0.14,8.05
1995,7,7,25.17,0.36,7.71
1995,7,8,24.89,0.52,7.66
1995,7,9,25.04,0.35,8.86
1995,7,10,25.18,0.22,9.03
1995,7,11,25.15,0.1,8.45
1995,7,12,25.01,0.19,8.65
1995,7,13,24.87,0.27,8.23
1995,7,14,25.45,0.17,6.8
1995,7,15,25.6,0.02,6.22
1995,7,16,25.58,0.23,7.41
1995,7,17,25.29,0.18,7.72
1995,7,18,24.84,0.26,6.3
1995,7,19,25.21,0.4,7.34
1995,7,20,25.46,0.13,9.37
1995,7,21,25.32,0.36,8.98
1995,7,22,25.13,0.48,8.72
1995,7,23,25.11,0.49,8.84
1995,7,24,25.26,0.39,9.52
1995,7,25,25.39,0.51,9.54
1995,7,26,25.4,0.24,9.57
1995,7,27,25.22,0.23,8.52
1995,7,28,25.05,0.22,8.28
1995,7,29,25.28,0.04,9.08
